header0,header1,header2,header3,header4,header5,header6,header7,header8,header9
0.4998829591214354,0.5019508053109059,0.5203662812398897,0.4999683107288343,0.6536964151509238,0.6389030807835466,0.6337795704438279,0.6309958966857894,0.4933000724212826,0.4852942437557697
0.3733566428745882,0.369548488659529,0.3326171274198773,0.3726747969323651,0.3567120363245254,0.3629192834282287,0.3596377637987433,0.3623900680163445,0.3673933794957594,0.3718700395150795
0.9291189327370262,0.9273577812809014,0.9248982627824768,0.92888301341668,0.9169529175062342,0.9245559730070392,0.9269392832949412,0.9175957350147804,0.9222618367755332,0.8352418113266395
0.6363897481558416,0.6377656381829043,0.6589232991796017,0.6374119601888218,0.6435074750261699,0.6456417829658647,0.6436352861048015,0.6423191626589786,0.6378465352133049,0.6344855154383523
0.5548692013678466,0.5550730949224219,0.5615887377697112,0.5542055723801265,0.6320534834721706,0.6384823246034542,0.6387704438239769,0.6339261399664848,0.5585172852905077,0.5449463305677019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4276046861410814,0.3940729842162519,0.3762324315782893,0.3741400578929366,0.3607477861158711,0.395097534175694,0.3658480282637877,0.377529233710877,0.3571036411777202,0.3558417468440131
0.2839477876147517,0.2899894732329036,0.2851629154358033,0.291682109812132,0.2727128103316884,0.279462106847148,0.2699566848641709,0.3150748700921729,0.3129984448691131,0.3135082840390794
0.9289145679873532,0.926113177818733,0.9251743617619508,0.9239000784294952,0.9232116626993664,0.9189805720955068,0.9289647554868884,0.9396913216570988,0.9223209691809312,0.8671017591427379
0.7195099997546575,0.7215604418483565,0.7232583743600648,0.7203967683611662,0.7305552204811986,0.7292797201867876,0.7351538263901384,0.7120096470746987,0.7078452677164604,0.7090542784679175
0.505984821083983,0.4707907686597438,0.4620086129331948,0.4595270072765097,0.4487102995961831,0.4429122650217043,0.4310804159597828,0.4379897106154194,0.4311010243602492,0.4230879851216393
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.528666177386157,0.549113137443743,0.5548696519973522,0.5412334341441613,0.5491098954935233,0.5444195396012941,0.4285118149507049,0.4537655793274935,0.4580801700423144,0.4795550963005537
0.3173049318791544,0.354009283503889,0.3452132546797694,0.3573535084633265,0.3536422687191961,0.3575377087839812,0.3458441065997913,0.3132881887835357,0.3208500155303337,0.3463220211267973
0.9187850630287512,0.9198807859874338,0.9206243618685294,0.9219522144131258,0.9225974169039736,0.9214618768816956,0.9297838814574296,0.9275590994132784,0.9101061580637396,0.7874884653064715
0.678033009310751,0.6532189340495292,0.6565955518197605,0.6495687864563741,0.6524390364153132,0.6495966515806537,0.6537278005429568,0.6750447941882433,0.6724919237141324,0.6579504689961945
0.5446206834862691,0.5469456111017524,0.548394833699845,0.5425721908822838,0.5423122648741938,0.5429399509649276,0.4622646728473493,0.4643798979675294,0.4653251602900716,0.4733398845938188
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4145030628479702,0.4157490078337201,0.4425550670251783,0.4449103955270753,0.4312009058788745,0.4207282134993165,0.3986119349709262,0.4067800292383403,0.397383085658073,0.413884818945471
0.2233498211982775,0.2254980987170888,0.2542360580264907,0.2685461138045977,0.2542863483909193,0.256887239189588,0.2380534602554925,0.2377061845636897,0.2319633195965394,0.2519427275151443
0.9259626073756188,0.9212324842809376,0.9286976756638792,0.9257935335602488,0.9295641582406308,0.9195842512867024,0.9182649486632845,0.9172653208541542,0.9174462079504968,0.8640905116150935
0.7596731082724066,0.7616649066744087,0.746280521298462,0.7391428496949575,0.7468661659633513,0.7429218580475092,0.7535793267527002,0.7497530132839377,0.757339695884242,0.7464785332057552
0.4671688261269899,0.4684173409547233,0.4772952654471806,0.4824737128761847,0.4740619538477779,0.4713498118993551,0.4607147359366187,0.4606838287195138,0.4541743897921533,0.4611073291956604
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5060379855490751,0.5227513356559347,0.4827478923272856,0.4686751609638617,0.3564787067056217,0.3730190402808884,0.3343261095168867,0.3534838556445349,0.3561495461126402,0.3343343101491466
0.3849444264005635,0.3905397803524635,0.3698410915372372,0.3753609313735539,0.36862437590179,0.3697470089620819,0.3717823609669626,0.3646389711326816,0.3693874063351326,0.366432913362387
0.9252194209791628,0.9274295210107472,0.9249588337550948,0.9241965911300484,0.9253012881244594,0.9271836614801718,0.9229212521964408,0.9168982853595488,0.9394078037285798,0.9220374691784834
0.6520318145860935,0.6477981041194724,0.6561988177469237,0.6530971795996282,0.6506611652426575,0.6527810486572264,0.6506241423658249,0.6529655411660997,0.6516188787452226,0.6534121711472356
