ButtonData,GRUOutput,AttemptNum,Episode,Timestep
0,0.62,2005,110,15
1,-0.06,2035,112,21
0,0.41,2043,113,17
0,0.64,2046,113,20
0,0.98,2062,115,14
0,0.74,2094,116,25
0,0.57,2100,117,10
0,0.44,2114,117,24
0,0.55,2116,117,26
0,0.35,2119,117,29
0,0.51,2134,118,23
0,0.46,2137,119,11
1,0.46,2151,121,12
1,0.19,2157,122,15
0,0.66,2161,123,13
0,0.35,2178,124,25
0,0.37,2190,125,20
0,0.3,2199,125,29
1,0.55,2200,125,30
0,0.66,2217,126,26
0,1.12,2218,126,27
0,0.49,2231,127,21
0,0.9,2251,128,27
0,0.61,2256,129,11
0,1.03,2257,129,12
0,0.38,2278,130,12
0,0.59,2287,131,15
0,0.63,2296,131,24
0,0.46,2297,131,25
0,0.56,2351,134,24
0,0.38,2395,137,15
1,0.61,2404,137,24
1,0.48,2424,139,12
0,0.42,2449,141,17
0,0.56,2450,141,18
0,0.46,2451,141,19
0,0.43,2452,141,20
0,0.32,2453,141,21
0,0.56,2508,144,25
0,0.51,2527,145,27
0,0.42,2533,146,13
0,0.48,2561,148,19
0,0.34,2574,149,11
0,0.96,2580,149,17
0,0.74,2591,149,28
0,0.79,2601,150,17
0,0.44,2602,150,18
0,0.57,2632,151,27
0,0.57,2648,152,24
1,0.35,2658,153,13
1,0.53,2727,163,13
1,-0.01,2732,164,14
0,1.0,2737,165,14
0,0.67,2743,166,14
1,-0.07,2747,167,12
0,0.82,2752,168,14
0,0.33,2765,171,12
0,0.33,2771,172,12
1,0.34,2786,174,17
0,0.36,2807,178,17
0,0.41,2818,180,12
0,0.45,2823,181,13
1,0.59,2834,182,13
1,0.67,2837,183,12
1,0.7,2842,184,14
0,0.43,2863,185,30
0,0.73,2877,186,23
0,0.37,2895,188,16
0,0.47,2897,188,18
0,0.41,2904,189,14
0,0.42,2905,189,15
0,0.42,2911,190,14
0,0.65,2912,190,15
1,0.19,2917,191,12
0,0.69,2925,193,11
0,0.64,2936,195,14
0,0.43,2945,196,17
0,0.34,2957,199,13
1,0.13,2994,206,13
0,0.91,3034,212,27
0,0.33,3036,212,29
0,0.43,3037,212,30
0,0.88,3065,217,17
0,0.41,3075,217,27
0,0.92,3092,218,23
0,0.31,3118,221,10
1,-0.01,3128,222,17
0,0.33,3145,223,26
1,0.6,3160,226,14
1,0.57,3162,227,11
0,0.99,3169,230,12
1,0.4,3206,233,23
0,0.33,3239,236,26
1,0.35,3240,236,27
0,1.18,3253,238,19
0,0.41,3276,242,15
0,0.49,3277,242,16
0,0.33,3278,242,17
0,0.56,3305,246,25
0,0.37,3306,246,26
0,0.35,3308,246,28
0,0.4,3345,248,23
0,0.91,3367,250,20
0,0.53,3383,254,12
0,0.61,3386,254,15
0,0.54,3395,254,24
0,0.57,3396,254,25
1,0.5,3397,254,26
1,0.34,3406,255,18
0,0.71,3415,257,15
0,0.83,3422,258,15
0,0.51,3428,259,14
0,0.46,3440,260,19
1,0.59,3444,261,11
0,0.8,3488,267,25
0,0.82,3494,268,14
1,0.5,3498,268,18
0,0.37,3514,273,14
0,0.35,3517,274,11
0,0.37,3535,276,23
0,0.41,3554,277,24
1,0.49,3558,277,28
0,0.31,3560,278,11
0,0.89,3595,280,25
0,0.38,3597,280,27
0,0.65,3598,280,28
0,0.52,3624,283,20
0,0.45,3625,283,21
0,1.03,3638,285,15
0,-0.44,3649,285,26
0,-0.39,3650,285,27
0,0.43,3656,286,12
0,0.35,3663,287,14
0,0.63,3666,287,17
0,0.35,3676,287,27
0,0.37,3677,287,28
0,0.63,3678,287,29
0,0.35,3679,287,30
0,0.44,3692,288,22
0,0.92,3694,289,10
0,0.59,3695,289,11
0,0.59,3696,289,12
0,0.71,3697,289,13
0,0.37,3716,290,11
0,0.38,3717,290,12
0,0.32,3721,291,11
0,0.31,3753,292,26
1,-0.01,3754,292,27
0,0.33,3755,293,10
0,0.41,3761,294,13
0,0.72,3774,295,12
0,0.59,3782,296,14
0,0.34,3836,300,10
0,0.46,3840,300,14
0,0.49,3855,300,29
1,0.54,3868,302,15
0,0.63,3897,305,30
0,0.41,3904,306,16
0,0.61,3913,306,25
0,0.63,3914,306,26
1,0.19,3915,306,27
0,0.36,3917,307,11
0,0.4,3938,308,18
0,0.44,3949,308,29
1,0.43,3950,308,30
0,0.95,3955,309,14
0,0.44,4012,312,14
0,0.56,4040,314,11
1,-0.01,4043,314,14
0,0.38,4054,315,20
0,1.0,4055,315,21
0,0.51,4056,315,22
1,0.58,4057,315,23
0,-0.31,4068,316,20
0,0.58,4072,316,24
0,0.98,4073,316,25
0,0.66,4074,316,26
1,0.43,4075,316,27
0,0.51,4112,319,14
0,0.32,4135,320,22
1,0.67,4158,323,11
0,0.46,4169,325,14
0,0.47,4178,327,10
0,0.41,4208,330,11
1,0.37,4211,330,14
0,0.47,4224,331,22
0,0.4,4225,331,23
0,0.93,4231,331,29
1,0.22,4262,333,24
1,0.69,4266,334,13
0,0.36,4280,336,21
0,0.77,4287,338,11
1,0.43,4299,341,15
0,0.39,4370,346,23
0,0.99,4371,346,24
0,0.81,4372,346,25
1,0.5,4374,346,27
0,0.36,4388,347,23
0,0.71,4389,347,24
0,1.04,4392,347,27
0,0.56,4441,355,11
0,0.65,4442,355,12
0,0.84,4444,355,14
0,0.4,4451,356,15
0,0.49,4462,358,14
1,0.49,4463,358,15
0,0.6,4474,359,20
1,0.13,4488,361,16
1,0.35,4492,362,13
0,0.42,4496,363,13
0,0.55,4509,366,14
0,0.35,4510,366,15
1,-0.0,4513,367,11
0,0.3,4522,371,12
0,0.4,4525,372,11
1,0.29,4542,374,16
0,0.45,4565,381,15
0,0.92,4589,383,13
0,0.7,4590,383,14
0,0.5,4591,383,15
0,0.65,4592,383,16
0,0.46,4626,388,14
0,1.04,4627,388,15
0,0.54,4631,389,11
1,0.28,4639,391,12
0,0.62,4668,398,12
1,0.7,4686,401,14
1,0.01,4690,402,13
0,0.35,4710,407,11
0,0.48,4723,410,11
0,0.48,4725,410,13
0,0.88,4726,410,14
1,0.04,4743,413,12
0,0.82,4747,414,13
1,0.57,4753,416,11
0,0.54,4788,418,25
0,0.35,4801,419,17
0,0.33,4817,420,12
0,-0.39,4820,420,15
0,-0.36,4834,420,29
0,-0.39,4841,421,15
0,-0.38,4842,421,16
0,-0.4,4855,421,29
0,0.35,4856,421,30
0,0.31,4873,422,26
0,0.33,4874,422,27
0,0.31,4898,423,30
0,0.92,4903,424,14
0,0.32,4927,425,17
0,0.33,4928,425,18
0,0.36,4929,425,19
0,0.42,4939,425,29
0,0.63,4965,427,15
0,0.47,4966,427,16
0,0.69,4968,427,18
0,0.64,4994,428,23
0,1.06,5015,429,27
1,0.68,5016,429,28
1,0.06,5047,435,15
0,1.21,5053,436,15
0,0.44,5075,438,23
0,0.37,5078,438,26
0,0.53,5096,439,25
0,0.33,5099,439,28
0,0.44,5101,439,30
0,0.35,5107,441,12
0,0.31,5108,441,13
0,0.45,5125,444,18
0,0.3,5135,444,28
1,0.17,5141,446,11
0,0.78,5148,449,10
0,0.35,5149,449,11
0,1.0,5151,449,13
0,0.93,5152,449,14
0,0.73,5162,449,24
0,0.71,5165,450,11
0,0.33,5166,450,12
0,-0.3,5191,451,16
1,-0.08,5192,451,17
1,0.59,5198,453,11
0,0.55,5202,454,13
0,0.45,5226,455,19
0,0.35,5228,455,21
0,0.34,5249,460,15
0,0.3,5250,460,16
1,0.26,5257,462,11
0,0.36,5296,466,20
0,0.98,5313,467,24
0,0.39,5327,469,11
0,0.32,5328,469,12
0,0.84,5358,470,21
0,0.45,5372,473,12
0,0.63,5374,473,14
1,0.16,5375,473,15
0,0.7,5392,478,14
1,0.65,5403,480,14
0,0.38,5410,481,16
0,0.64,5414,481,20
0,0.43,5432,486,11
1,0.49,5438,487,14
1,0.04,5447,489,15
1,0.62,5456,491,15
0,0.31,5470,494,14
0,0.75,5476,495,14
0,0.41,5488,497,13
0,0.34,5526,501,20
0,0.35,5553,502,26
0,0.46,5554,502,27
1,0.1,5564,503,16
1,-0.01,5575,504,20
1,-0.04,5579,505,13
0,-0.33,5610,511,23
0,-0.45,5614,511,27
0,0.43,5629,514,10
0,0.37,5633,515,12
1,0.65,5634,515,13
0,0.88,5638,516,13
0,0.31,5660,520,15
0,0.74,5661,520,16
0,0.76,5663,520,18
0,0.31,5683,523,21
0,0.34,5690,524,15
0,0.52,5700,526,12
0,0.51,5730,529,14
1,0.15,5733,529,17
0,-0.42,5740,530,16
0,0.49,5745,530,21
0,0.71,5778,533,12
0,0.3,5787,533,21
1,-0.0,5799,535,11
0,0.31,5802,536,12
0,0.47,5803,536,13
0,0.86,5838,539,22
0,1.09,5841,539,25
0,1.0,5848,541,12
0,0.74,5867,543,21
0,0.67,5868,543,22
0,0.48,5892,546,18
0,0.42,5905,547,21
0,0.98,5906,547,22
1,0.38,5907,547,23
0,0.55,5917,549,13
0,0.42,5924,550,15
0,1.11,5928,550,19
0,0.94,5949,555,15
1,0.53,5959,555,25
0,0.36,5973,558,13
0,0.97,5995,559,29
0,0.35,5998,560,11
1,0.64,6006,560,19
0,0.6,6020,562,16
0,0.33,6021,562,17
1,0.4,6022,562,18
0,0.79,6033,563,20
0,0.52,6044,564,17
0,0.72,6046,564,19
0,0.45,6047,564,20
0,0.59,6063,566,12
0,0.43,6078,568,18
0,0.5,6081,568,21
0,1.01,6089,569,16
0,0.31,6098,569,25
0,0.39,6105,570,14
0,0.97,6113,571,16
0,0.75,6121,571,24
0,0.31,6128,572,10
0,0.61,6133,572,15
1,0.68,6137,573,12
0,0.8,6173,576,15
0,0.94,6174,576,16
1,0.21,6180,578,11
0,0.51,6183,579,12
1,0.54,6186,579,15
0,0.45,6191,581,12
0,0.62,6205,581,26
0,0.68,6207,581,28
0,-0.38,6210,582,11
0,-0.32,6212,582,13
0,0.81,6222,582,23
1,0.1,6242,583,22
0,0.75,6277,585,23
1,0.32,6279,585,25
0,0.58,6282,586,12
0,0.56,6283,586,13
0,0.88,6312,591,17
0,0.65,6313,591,18
0,0.35,6332,595,12
0,0.8,6349,599,15
0,0.47,6350,599,16
0,0.38,6352,600,10
0,0.54,6383,602,22
0,0.38,6385,602,24
0,0.87,6425,604,27
0,-0.31,6426,604,28
0,0.42,6427,604,29
0,0.82,6433,605,14
0,0.67,6447,607,10
0,0.66,6457,607,20
0,0.41,6462,607,25
0,0.52,6463,607,26
1,0.52,6465,607,28
0,0.53,6467,608,11
1,0.02,6489,611,12
0,0.6,6526,614,22
0,0.33,6527,614,23
0,0.51,6528,614,24
0,0.39,6529,614,25
1,0.6,6531,614,27
0,0.37,6542,616,17
0,0.44,6549,616,24
0,0.66,6550,616,25
0,0.36,6552,617,10
0,0.8,6566,618,14
0,0.36,6567,618,15
0,0.34,6579,619,16
1,0.28,6580,619,17
0,0.37,6588,621,13
0,0.64,6600,623,18
0,0.4,6602,623,20
0,0.39,6603,623,21
0,0.37,6623,626,13
0,0.31,6625,626,15
0,0.85,6626,626,16
0,0.39,6647,629,16
0,0.31,6648,629,17
0,0.34,6649,629,18
0,0.52,6653,629,22
0,1.07,6664,630,19
0,0.35,6667,631,11
0,0.45,6669,631,13
0,0.47,6670,631,14
0,0.51,6691,634,10
0,0.77,6699,636,14
0,0.41,6700,636,15
0,-0.32,6709,637,17
0,0.32,6710,637,18
0,0.42,6711,637,19
0,0.47,6719,637,27
0,0.65,6720,637,28
0,0.34,6777,643,27
0,0.64,6778,643,28
1,0.27,6787,644,17
1,0.24,6791,645,13
0,0.52,6793,646,11
1,0.56,6800,646,18
0,0.45,6804,647,13
0,0.49,6805,647,14
0,0.97,6824,648,26
0,0.44,6826,649,10
0,0.34,6832,650,13
1,0.07,6833,650,14
1,0.3,6836,651,12
0,0.32,6839,652,12
0,0.31,6842,652,15
1,0.61,6844,652,17
0,0.85,6847,653,12
1,0.39,6861,656,13
0,0.62,6865,658,11
1,0.61,6880,659,23
1,0.18,6887,660,16
0,1.05,6895,662,13
0,0.92,6897,662,15
0,0.61,6915,663,12
1,0.0,6916,663,13
0,0.97,6935,666,15
0,0.47,6936,666,16
0,0.78,6946,666,26
0,1.05,6949,666,29
0,0.44,7007,670,22
0,0.38,7019,671,20
1,0.68,7024,671,25
0,0.71,7041,672,26
0,0.36,7046,673,13
1,0.02,7053,675,11
0,0.37,7085,678,17
0,1.12,7097,679,20
1,-0.1,7103,679,26
0,0.31,7111,681,15
0,0.49,7112,681,16
1,0.66,7119,682,14
0,0.32,7121,683,11
0,0.44,7125,684,12
1,0.64,7132,685,14
1,0.55,7136,686,13
0,0.43,7150,687,23
0,0.36,7153,687,26
0,0.82,7154,687,27
0,0.97,7158,688,12
0,-0.46,7171,688,25
0,-0.47,7173,688,27
0,-0.38,7176,688,30
1,0.01,7190,689,23
1,0.11,7207,690,26
0,0.35,7209,691,11
1,0.69,7219,691,21
0,0.44,7223,692,13
0,0.9,7259,693,29
0,0.38,7260,693,30
0,0.32,7271,694,20
1,0.1,7353,698,30
0,0.61,7360,699,16
0,0.33,7379,700,14
0,0.32,7421,702,22
0,0.83,7423,702,24
0,0.3,7424,702,25
0,0.32,7426,702,27
1,0.07,7428,702,29
0,0.46,7455,704,17
0,1.13,7459,704,21
0,0.45,7460,704,22
0,0.84,7462,704,24
0,0.72,7463,704,25
0,0.61,7466,704,28
0,1.25,7467,704,29
0,0.57,7468,704,30
0,0.41,7469,705,10
0,0.34,7470,705,11
0,-0.31,7482,705,23
0,-0.34,7487,705,28
0,1.02,7517,707,19
0,0.49,7519,707,21
0,0.83,7520,707,22
0,0.87,7537,708,18
0,0.53,7543,708,24
0,0.41,7545,708,26
0,1.07,7589,710,30
0,0.72,7642,713,28
1,0.41,7643,713,29
0,0.55,7652,714,18
1,0.68,7662,714,28
0,0.31,7698,716,27
0,0.56,7745,719,13
0,0.37,7748,719,16
0,0.66,7782,720,29
0,0.66,7784,721,10
1,-0.13,7826,723,29
0,0.31,7846,724,29
0,0.66,7857,725,19
0,0.32,7861,725,23
0,0.44,7862,725,24
0,0.99,7866,725,28
0,0.39,7871,726,12
1,0.07,7872,726,13
0,0.77,7892,727,29
0,0.35,7908,728,24
0,0.39,7910,728,26
1,0.33,7934,729,29
0,0.6,7965,731,21
0,0.59,7978,732,13
0,0.83,8005,734,11
0,0.41,8007,734,13
0,0.39,8008,734,14
0,0.44,8018,734,24
0,0.43,8019,734,25
0,1.03,8040,736,22
0,0.55,8111,740,26
0,0.56,8112,740,27
0,0.49,8115,740,30
0,0.47,8129,741,23
1,0.14,8208,745,18
0,0.67,8214,746,15
0,0.63,8224,746,25
0,0.4,8225,746,26
0,0.56,8226,746,27
0,0.77,8227,746,28
0,0.67,8229,746,30
1,0.36,8233,747,13
0,0.63,8274,750,24
0,0.42,8278,750,28
1,0.03,8285,751,14
0,0.99,8303,752,27
0,0.96,8384,757,29
0,0.66,8403,759,25
0,0.41,8407,759,29
0,0.73,8424,763,11
0,0.43,8426,763,13
1,0.3,8438,764,20
0,0.75,8446,765,17
0,0.74,8448,765,19
0,0.39,8456,766,15
1,0.6,8457,766,16
0,0.83,8458,767,10
0,0.53,8459,767,11
1,0.45,8464,768,13
0,0.49,8466,769,11
1,0.5,8469,769,14
0,0.59,8474,771,11
1,0.58,8483,772,17
0,0.31,8490,773,16
0,0.47,8500,776,13
0,-0.34,8513,778,14
1,0.42,8546,780,15
0,0.51,8556,783,12
0,0.35,8567,785,12
1,0.64,8570,786,11
1,0.58,8578,788,11
0,0.68,8585,790,14
0,0.51,8593,792,12
0,1.24,8595,792,14
0,0.99,8610,795,13
0,0.32,8630,797,10
0,1.02,8633,798,11
0,0.76,8647,798,25
0,0.97,8649,798,27
1,0.52,8660,801,13
0,0.39,8673,804,13
0,0.39,8674,804,14
1,0.09,8684,807,11
0,0.54,8687,808,12
0,0.62,8689,808,14
0,0.68,8698,810,12
0,0.85,8702,810,16
0,1.01,8719,811,12
0,-0.31,8728,811,21
0,0.83,8739,812,11
1,0.34,8740,812,12
0,0.39,8757,817,14
0,0.33,8763,818,14
0,0.38,8767,819,12
1,0.61,8769,819,14
1,0.27,8773,820,13
0,0.39,8778,821,14
0,0.44,8779,821,15
0,0.37,8781,822,10
1,0.67,8782,822,11
0,0.62,8805,828,16
1,0.64,8806,828,17
0,0.55,8825,832,12
0,0.45,8827,832,14
0,0.48,8835,832,22
0,0.45,8843,834,10
0,0.93,8865,840,11
0,0.35,8866,840,12
1,0.37,8867,840,13
0,0.86,8870,842,10
0,-0.51,8884,842,24
0,0.33,8888,842,28
0,0.34,8895,844,11
0,0.83,8912,845,24
0,0.58,8914,845,26
0,0.66,8924,846,15
1,0.28,8938,848,13
0,0.38,8953,854,11
0,0.36,8964,857,12
0,0.66,8970,858,13
1,0.1,8978,860,12
1,0.36,8980,861,11
1,0.57,8986,862,15
0,0.36,8997,865,10
0,0.57,9007,867,14
0,0.52,9008,867,15
0,0.4,9016,868,15
1,0.3,9034,870,23
0,0.71,9051,874,14
1,0.27,9060,874,23
0,0.38,9070,876,14
1,-0.06,9071,876,15
0,0.33,9074,877,12
0,0.55,9082,878,13
0,0.77,9087,878,18
0,0.68,9092,878,23
0,0.58,9097,878,28
0,0.3,9100,879,10
0,0.8,9105,879,15
0,-0.4,9114,879,24
1,0.54,9140,880,29
0,0.36,9154,881,23
0,0.64,9173,882,27
0,0.62,9188,883,23
0,0.64,9212,884,28
0,0.39,9262,888,25
0,0.39,9311,891,22
0,0.68,9314,891,25
1,0.1,9315,891,26
0,0.49,9330,892,24
0,0.36,9335,892,29
1,0.32,9352,893,25
0,0.34,9372,895,15
0,0.39,9395,896,19
0,0.43,9453,900,24
0,0.44,9469,901,19
0,0.36,9473,901,23
0,0.36,9478,901,28
0,0.36,9492,902,22
0,0.35,9495,902,25
0,1.02,9525,905,15
0,-0.3,9539,905,29
0,0.46,9556,906,25
0,1.0,9632,911,18
0,0.48,9650,912,15
0,0.61,9667,913,11
0,0.42,9695,914,18
0,-0.33,9696,914,19
0,0.36,9724,915,26
0,0.61,9727,915,29
0,0.66,9744,916,25
0,0.94,9765,917,29
0,0.54,9780,918,23
0,0.35,9792,919,20
0,0.38,9810,922,10
0,0.38,9822,924,13
0,0.31,9823,924,14
0,0.52,9825,924,16
0,0.33,9828,925,11
1,0.24,9831,925,14
0,0.44,9846,930,12
0,0.38,9851,931,13
0,0.49,9862,933,15
1,0.59,9864,933,17
0,0.45,9875,936,13
0,0.49,9896,939,16
0,-0.39,9903,939,23
0,0.63,9931,942,20
0,0.94,9933,942,22
0,0.86,9934,942,23
0,0.95,9935,942,24
0,0.63,9936,942,25
0,0.5,9952,943,20
1,0.67,9958,944,14
0,0.38,9975,948,17
0,0.72,9976,948,18
1,0.02,9986,948,28
0,-0.51,10003,949,26
0,-0.52,10006,949,29
0,0.39,10009,950,11
0,0.33,10017,951,13
1,0.03,10019,951,15
0,0.51,10044,954,15
0,0.31,10063,960,10
1,0.51,10068,961,13
0,0.86,10075,963,14
0,0.84,10077,963,16
0,0.73,10078,963,17
0,0.6,10085,964,12
0,0.44,10111,967,12
1,0.46,10114,967,15
1,0.17,10126,969,19
0,0.5,10135,970,18
0,0.39,10136,970,19
0,0.31,10137,970,20
0,0.35,10139,970,22
0,0.37,10164,975,14
1,0.37,10166,975,16
0,0.67,10195,980,23
0,0.35,10208,981,18
0,1.28,10209,981,19
0,0.68,10210,981,20
0,0.73,10232,982,21
0,-0.39,10234,982,23
0,0.36,10262,985,12
1,0.38,10278,986,22
0,0.55,10281,987,12
0,0.38,10293,988,19
0,0.41,10298,988,24
1,0.58,10301,988,27
0,0.99,10314,989,22
0,0.46,10315,989,23
0,0.41,10333,995,11
0,0.33,10380,1000,13
0,0.68,10386,1001,13
0,0.56,10387,1001,14
1,0.34,10419,1004,13
0,0.75,10430,1005,20
1,-0.05,10437,1005,27
0,-0.37,10438,1006,10
0,0.33,10439,1006,11
0,0.37,10440,1006,12
1,0.56,10485,1008,15
0,0.57,10494,1009,18
0,0.58,10515,1010,21
0,0.39,10522,1010,28
0,0.33,10524,1010,30
0,0.57,10553,1012,23
0,0.48,10554,1012,24
0,0.63,10570,1013,24
0,0.49,10573,1013,27
0,0.63,10588,1014,23
0,0.33,10620,1016,22
0,0.39,10623,1016,25
0,0.48,10624,1016,26
0,0.53,10626,1016,28
0,0.3,10636,1017,18
0,0.36,10645,1017,27
0,0.73,10646,1017,28
0,0.41,10660,1018,21
1,0.46,10664,1018,25
1,0.35,10683,1019,28
0,0.92,10708,1023,15
0,0.41,10716,1023,23
0,0.97,10726,1024,12
0,-0.38,10736,1024,22
1,0.39,10814,1029,23
0,0.35,10826,1030,21
0,0.46,10829,1030,24
0,0.37,10859,1032,18
0,0.94,10864,1032,23
0,0.69,10868,1032,27
0,1.16,10869,1032,28
0,0.8,10886,1033,24
0,0.44,10918,1035,22
0,0.38,10920,1035,24
0,0.61,10924,1036,10
0,0.98,10925,1036,11
0,0.32,10959,1037,24
1,0.41,10993,1039,24
0,0.38,11027,1041,23
0,0.46,11028,1041,24
0,0.71,11030,1041,26
0,0.6,11032,1041,28
0,0.45,11033,1041,29
0,0.49,11034,1041,30
0,0.46,11060,1044,17
0,0.99,11061,1044,18
0,0.34,11093,1045,29
0,0.79,11113,1046,28
0,0.65,11115,1046,30
1,0.62,11133,1048,11
0,0.38,11143,1049,19
0,0.53,11145,1049,21
0,0.3,11149,1050,12
0,0.5,11151,1050,14
0,0.35,11158,1051,15
0,0.33,11159,1051,16
0,0.37,11193,1059,14
0,0.37,11200,1060,13
0,0.48,11223,1064,16
0,0.44,11226,1064,19
0,0.66,11227,1064,20
0,0.58,11243,1068,12
0,0.36,11244,1068,13
0,0.84,11245,1068,14
0,0.35,11248,1068,17
1,0.25,11254,1069,14
1,0.69,11257,1070,12
0,0.59,11263,1072,12
0,0.57,11272,1075,12
0,0.62,11274,1075,14
0,0.34,11285,1077,16
1,0.69,11307,1079,28
0,0.51,11313,1081,13
0,0.83,11317,1082,11
0,0.86,11319,1082,13
0,1.01,11321,1082,15
1,0.61,11333,1082,27
0,-0.43,11341,1084,13
0,-0.32,11343,1084,15
0,-0.4,11354,1084,26
1,0.09,11362,1085,13
0,0.48,11375,1088,14
1,0.67,11379,1089,11
0,0.49,11387,1091,14
1,0.02,11399,1094,13
0,0.35,11416,1096,21
0,0.72,11424,1097,14
0,0.38,11442,1099,24
0,0.38,11458,1102,14
0,0.7,11459,1102,15
0,0.84,11472,1104,17
0,0.67,11473,1104,18
0,0.47,11478,1105,13
1,0.66,11493,1106,20
0,0.32,11510,1107,26
1,0.38,11514,1108,12
0,0.35,11519,1109,14
0,0.55,11522,1109,17
1,0.12,11535,1109,30
1,0.36,11539,1110,13
0,0.76,11543,1111,13
0,0.79,11555,1111,25
0,0.37,11566,1113,12
0,0.48,11568,1113,14
0,0.6,11571,1114,11
1,0.3,11574,1115,11
0,0.31,11585,1117,16
0,0.41,11586,1117,17
1,-0.18,11588,1117,19
0,0.33,11591,1118,12
0,0.36,11593,1118,14
0,0.49,11594,1118,15
0,0.65,11615,1122,21
0,0.36,11623,1124,14
1,0.24,11626,1125,11
0,0.32,11640,1129,12
1,0.17,11645,1130,12
0,1.02,11664,1134,13
0,0.32,11673,1137,10
0,0.34,11698,1142,12
1,0.53,11699,1142,13
0,0.37,11703,1143,13
0,0.36,11704,1143,14
1,0.22,11706,1143,16
0,0.61,11721,1144,24
0,0.34,11733,1145,19
0,0.49,11751,1150,11
0,1.06,11773,1153,15
0,0.6,11780,1154,14
0,0.41,11788,1156,13
0,0.67,11822,1160,14
0,0.75,11836,1163,14
0,0.32,11855,1166,19
0,0.67,11864,1168,13
0,0.95,11923,1177,14
0,0.4,11964,1180,11
0,1.12,11971,1180,18
0,0.49,11986,1185,12
0,0.41,12012,1187,15
0,0.36,12069,1192,23
0,0.58,12072,1192,26
1,0.05,12074,1192,28
0,0.57,12097,1195,17
0,0.48,12098,1195,18
1,0.58,12104,1196,14
1,0.03,12109,1197,14
0,0.36,12131,1201,16
0,0.99,12141,1202,10
0,0.8,12157,1202,26
1,0.07,12162,1203,12
0,0.8,12192,1206,16
0,0.38,12200,1206,24
0,0.51,12202,1206,26
0,0.4,12203,1206,27
1,0.2,12220,1209,17
0,0.31,12237,1213,11
1,0.02,12239,1213,13
