header0,header1,header2,header3,header4,header5,header6,header7,header8,header9,header10,header11,header12,header13,header14,header15,header16,header17,header18,header19
-0.019999999999999907,-0.027999999999999914,-0.03200000000000003,-0.03599999999999992,-0.016000000000000014,-0.04800000000000004,-0.04800000000000004,-0.040000000000000036,-0.051999999999999935,-0.09199999999999997,-0.09199999999999997,-0.10399999999999987,-0.11999999999999988,-0.14800000000000002,-0.1439999999999999,-0.15999999999999992,-0.19600000000000006,-0.21199999999999997,-0.268,-0.28
0.020000000000000018,0.028000000000000025,0.03200000000000003,-0.20799999999999996,-0.352,-0.3520000000000001,-0.41600000000000004,-0.364,-0.44799999999999995,-0.484,-0.5279999999999999,-0.5599999999999999,-0.616,-0.7160000000000001,-0.728,-0.728,-0.768,-0.804,-0.784,-0.8160000000000001
0.9904,1.0032,1.0015999999999998,0.42079999999999984,0.20640000000000014,0.1632,0.09119999999999995,0.0815999999999999,0.06400000000000006,-0.0511999999999998,-0.11040000000000005,-0.1776000000000002,-0.1936000000000001,-0.3056,-0.30079999999999985,-0.3248000000000002,-0.36640000000000017,-0.4,-0.31199999999999983,-0.32640000000000013
-0.057599999999999985,-0.0524,-0.05620000000000003,0.14119799999999993,0.2694000000000001,0.2721960000000001,0.3169979999999999,0.274996,0.34840000000000004,0.3921999999999999,0.4154,0.4401999999999999,0.4758,0.5687979999999999,0.5715999999999999,0.5727959999999999,0.6037980000000001,0.6404000000000001,0.6149960000000001,0.652398
0.0129999999999999,0.014998000000000067,0.013797999999999977,0.05840000000000001,0.09860000000000002,0.06319999999999992,0.06979800000000003,0.07440000000000002,0.06180000000000008,0.036799999999999944,0.04740000000000011,0.036599999999999966,0.015200000000000102,0.0005999999999999339,0.0016000000000000458,-0.018598000000000003,-0.029598000000000013,-0.04559599999999997,-0.12280000000000002,-0.10360000000000003
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03600000000000003,0.040000000000000036,0.03200000000000003,-0.244,-0.252,-0.30800000000000005,-0.28400000000000003,-0.392,-0.392,-0.376,-0.404,-0.4119999999999999,-0.45600000000000007,-0.536,-0.52,-0.528,-0.568,-0.592,-0.592,-0.568
0.0040000000000000036,0.0040000000000000036,0.008000000000000007,0.0040000000000000036,-0.027999999999999914,0.016000000000000014,0.0040000000000000036,0.020000000000000018,0.03200000000000003,0.03200000000000003,0.0040000000000000036,0.02400000000000002,0.04400000000000004,0.028000000000000025,0.04400000000000004,0.040000000000000036,0.052000000000000046,0.016000000000000014,0.02400000000000002,0.052000000000000046
1.0063999999999997,0.9808000000000001,1.0128,0.4463999999999999,0.29279999999999995,0.264,0.15360000000000018,0.13280000000000003,0.02079999999999993,-0.15200000000000002,-0.2240000000000001,-0.2255999999999999,-0.3056,-0.32800000000000007,-0.37280000000000024,-0.4304000000000002,-0.3824000000000001,-0.4351999999999998,-0.41920000000000013,-0.33760000000000023
-0.008600000000000052,-0.005800000000000027,-0.0050000000000000044,-0.007600000000000051,-0.004797999999999969,-0.05020000000000002,-0.02939999999999998,-0.03139800000000004,-0.03839800000000004,-0.04700000000000004,-0.024599999999999955,-0.06220000000000003,-0.06140000000000001,-0.04059800000000002,-0.05279999999999996,-0.051000000000000045,-0.06279999999999997,-0.04479999999999995,-0.047599999999999976,-0.062000000000000055
-0.01679799999999998,-0.017199999999999993,-0.009600000000000053,-0.2198,-0.2298,-0.2794000000000001,-0.24160000000000004,-0.3213980000000001,-0.3114,-0.27459600000000006,-0.30399599999999993,-0.32859800000000006,-0.368,-0.4134,-0.4134,-0.39580000000000004,-0.43879999999999997,-0.47899999999999987,-0.46840000000000004,-0.4476
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028000000000000025,0.01200000000000001,0.040000000000000036,-0.14800000000000002,0.020000000000000018,-0.132,0.01200000000000001,-0.16400000000000003,-0.016000000000000014,0.31600000000000006,0.276,0.24,0.08000000000000007
0.0,0.0040000000000000036,0.0040000000000000036,-0.10399999999999987,-0.17599999999999993,-0.248,-0.24,-0.3520000000000001,-0.3520000000000001,-0.344,-0.6119999999999999,-0.7280000000000001,-0.72
0.9712000000000001,0.9856,0.992,0.9984,0.9872000000000001,0.952,1.0,1.0112,1.016,0.8847999999999998,0.4463999999999999,0.6991999999999998,0.7519999999999998
0.0,-0.008000000000000007,-0.011797999999999975,0.07419799999999999,0.16080000000000005,0.20019999999999993,0.20740000000000003,0.29719799999999985,0.30279599999999984,0.3069980000000001,0.528996,0.6085959999999999,0.5802
-0.0041999999999999815,-0.011395999999999962,-0.02039599999999997,-0.18500000000000005,-0.0028000000000000247,-0.16899799999999998,-0.022199999999999998,-0.1926,-0.03320000000000001,0.24619999999999997,0.26119800000000004,0.24499800000000005,0.09040000000000004
0,0,0,0,0,0,0,0,0,0,0,0,1
0.040000000000000036,0.03600000000000003,0.04800000000000004,-0.08399999999999996,-0.08000000000000007,-0.1279999999999999,-0.16799999999999993,-0.132,-0.15999999999999992,-0.19999999999999996,-0.19999999999999996,-0.22399999999999998,-0.23199999999999998,-0.28,-0.28800000000000003,-0.256,-0.30800000000000005,-0.31600000000000006,-0.344,-0.344
0.0040000000000000036,0.0040000000000000036,0.0040000000000000036,-0.15600000000000003,-0.352,-0.36,-0.492,-0.496,-0.54,-0.604,-0.6479999999999999,-0.7,-0.744,-0.792,-0.8440000000000001,-0.8119999999999999,-0.808,-0.804,-0.8320000000000001,-0.82
1.0272000000000001,0.9696,1.016,0.48,0.248,0.12640000000000007,-0.009600000000000053,-0.08479999999999988,-0.19679999999999997,-0.3440000000000001,-0.35520000000000007,-0.4575999999999999,-0.4544,-0.5264000000000002,-0.5856,-0.504,-0.5136000000000001,-0.4735999999999998,-0.5136000000000001,-0.40479999999999994
-0.006800000000000028,-0.006797999999999971,-0.0041999999999999815,0.12159999999999993,0.282996,0.28319800000000006,0.3972,0.3994,0.43799999999999994,0.49039999999999995,0.5227979999999999,0.5835999999999999,0.614398,0.652398,0.6918,0.6732,0.6768000000000001,0.657,0.6814,0.6748000000000001
