Rewardlist,,ButtonData,Zposition(Inches),Zposition(mm),,,,,
0.183283208337427,0.183283208337427,0,12.1981452463895,309.832889258293,309.832889258293,,,,
0.314637601852416,0.248960405094921,0,12.0681718510002,306.531565015405,308.182227136849,,,,
0.194557644182442,0.230826151457428,0,12.1852222953647,309.504646302264,308.623033525321,,,,
0.23570951101482,0.232046991346776,0,12.1479998785943,308.559196916295,308.607074373064,,,,
0.250736225539445,0.23578483818531,0,12.1263075308055,308.008211282459,308.487301754943,,,,
0.049578654035926,0.204750474160413,0,12.3283016797632,313.138862665985,309.262561906784,,,,
0.410481453078985,0.234140614005923,0,11.968615613988,304.002836595296,308.511172576571,,,,
0.144602354294063,0.22294833154194,0,12.2357501656145,310.788054206608,308.795782780326,,,,
0.136662495061756,0.213361016377476,0,12.2438331699371,310.993362516403,309.039958306557,,,,
0.209590225309134,0.212983937270641,0,12.1676811551958,309.059101341974,309.041872610098,,,,
0.291927985265852,0.22016066890657,0,12.0883353622913,307.0437182022,308.86022220938, ,,,
0.151763128772378,0.214460873895387,0,12.2295996200114,310.631830348291,309.007856220956,,,,
0.362773071780801,0.225869504501957,0,12.0165985522628,305.221603227475,308.716605990688,,,,
0.206742576667665,0.224503295370936,0,12.1722911310971,309.176194729866,308.749433757772,,,, 
0.18482495135963,0.221858072436849,0,12.1936878021419,309.719670174404,308.814116185548,,,,
0.30354620399177,0.226963580659032,0,12.0771606586814,306.759880730507,308.685726469608,,,,
0.381297454455494,0.23604204382353,0,11.9991113848329,304.777429174755,308.455826628734,,,,
0.27003969296813,0.237930802109341,0,12.1107586886972,307.613270692909,308.409017965633,,,,
0.09434434773922,0.230373620300387,0,12.2864904068589,312.076856334217,308.602062090295,,,,
0.182139220935106,0.227961900332123,0,12.1983658306271,309.838492097928,308.663883590677,,,,
0.106139737847448,0.22216084497571,0,12.2713827332258,311.693121423936,308.808133011308,,,,
0.109148131385446,0.21702390344888,0,12.2710154839367,311.683793291991,308.938844842248,,,,
0,0.207588081559798,0,12.2982728904426,312.376131417242,309.088292084639,,,,
0,0.198938578161473,0,12.2999296188653,312.418212319177,309.227038761078,,,,
0.096412911626697,0.194837551500082,0,12.2893404021412,312.149246214387,309.343927059211,,,,
0.226658517351748,0.196061434802069,0,12.1522731115371,308.667737033042,309.317919750512,,,,
0.144540168312192,0.194153239746889,0,12.2348384956539,310.764897789608,309.371511529738,,,,
0.287447074609995,0.197485162420571,0,12.0939379672617,307.186024368446,309.293458416834,,,,
0.095204391601682,0.193958239288885,0,12.2847515460074,312.032689268588,309.387914653102,,,,
0.10031889528036,0.190836927821934,0,12.2821456013709,311.966498274822,309.473867440492,,,,
0,0.184680897892194,0,12.2475443824023,311.087627313018,309.525924210574,,,,
0.053567943438887,0.180583618065529,0,12.3263680477232,313.089748412169,309.637293716874,,,,
0.023772644880413,0.175831770393252,0,12.3559298555195,313.840618330196,309.764667190005,,,,
0.064411770692468,0.172554711578523,0,12.3157964308053,312.821229342455,309.854566076842,,,,
0.421677276456355,0.179672499146461,0,11.9570654478461,303.70946237529,309.678991685369,,,,
1,0.202459374170171,1,11.8881856730223,301.959916094766,309.464572918963,,,,
0.149768484070897,0.20103529605938,0,12.2349804674238,310.768503872564,309.499814296087,,,,
0.376742624613643,0.205659173126597,0,12.0030173684865,304.876641159558,309.378151845126,,,,
0.444668489941954,0.211787617147504,0,11.935966800186,303.173556724725,309.219059662552,,,,
0.462240136441588,0.218048930129856,0,11.9184632062703,302.728965439266,309.05680730697,,,,
0.130164646616578,0.215905411019776,0,12.2516451372445,311.191786486009,309.108879969873,,,,
1,0.234574329805019,1,11.8683307449996,301.455600922991,308.926659040185,,,,
1,0.252374926786298,1,11.8818075032592,301.797910582783,308.760874192339,,,,
0.165683402147888,0.250404664862698,0,12.2174557537407,310.323376145013,308.796385600354,,,,
0.127847338801622,0.247681168728007,0,12.2521484917015,311.204571689218,308.849900846773,,,,
1,0.264035925929572,1,11.875881061855,301.647378971116,308.693324284259,,,,
0,0.258418140271496,0,12.0278377884954,305.507079827784,308.625531849015,,,,
0,0.25303442901584,0,12.1082031968385,307.548361199698,308.603090793821,,,,
0,0.247870461076741,0,12.223931309098,310.487855251089,308.641555374581,,,,
0.160065544012189,0.24611436273545,0,12.2185927012205,310.352254611001,308.67576935931,,,,
0.17110531577468,0.245870804884195,0,12.2092260843664,310.114342542908,308.681398425002,,,,
0.173544648912548,0.243048945825398,0,12.2077312741607,310.076374363683,308.752294611967,,,,
0.16218925395906,0.24240157802093,0,12.2141305636913,310.238916317758,308.766980012277,,,,
0.158502681222558,0.240857441425085,0,12.2250682565779,310.516733717077,308.806130748293,,,,
0.157316454285384,0.238989046000004,0,12.2213230178207,310.421604652646,308.854398615697,,,,
0.17939482448995,0.241585369409084,0,12.1998418677062,309.875983439737,308.789141031172,,,,
0.162107121530175,0.236617882778108,0,12.2186267275125,310.353118878817,308.916146676842,,,,
0.142729734915495,0.236580430390537,0,12.2367345814407,310.813058368593,308.916646760082,,,,
1,0.253847180489302,1,11.871610175553,301.538898459045,308.727557478935,,,,
1,0.269655375983119,1,11.8545055105776,301.10443996867,308.568464251469,,,,
1,0.283816816277802,1,11.8846375520945,301.869793823199,308.464985763889,,,,
1,0.300781553702354,1,11.8805426638544,301.765783661901,308.287664830161,,,,
1,0.313526092266738,1,11.8766073471904,301.665826618636,308.216549297984,,,,
1,0.329391240733385,1,11.8682732522994,301.454140608405,308.062108215555,,,,
1,0.345694741706192,1,11.8700273663163,301.498695104434,307.897688714155,,,,
