Rewardlist,,ButtonData,Zposition(Inches),Zposition(mm),,,,,,,
0.228547275066376,0.703631577099312,0,12.1135793509692,307.684915514618,304.138443317494,,,,,,
0.768203020095825,0.710098432952622,1,11.9152224952906,302.646651380382,304.132789996348,,,,,,
0.73520427942276,0.715502772713772,1,11.9118832253963,302.561833925065,303.97524996945,,,,,,
0.550818085670471,0.724819958823646,0,12.2220234901071,310.439396648719,303.993009122129,,,,,,
0.771612524986267,0.720158989945814,1,11.9262552271307,302.926882769119,303.991230713196,,,,,,
0.679420590400696,0.718440159856634,1,11.9159851535589,302.666022900395,303.991848655562,,,,,,
0.57849794626236,0.714197169158501,0,12.0226059527755,305.374191200497,304.050185820822,,,,,,
0.903267323970795,0.723415195352721,0,12.0863043446571,306.992130354289,304.131706164365,,,,,,
0.763618469238281,0.723993447989377,0,12.0219371601403,305.357203867563,304.129849296214,,,,,,
0.955696642398834,0.737897168027655,1,11.9109891552418,302.539124543143,304.011293160893,,,,,,
0.749925851821899,0.752686754800379,1,11.9326474767387,303.089245909163,304.006135531703,,,,,,
0.552661240100861,0.743557392353458,0,12.227013621822,310.566145994279,304.161465319866,,,,,,
1,0.747350994440518,1,11.9231318481922,302.847548944082,304.155245146077,,,,,,
0.834397673606873,0.743971355126372,0,11.9693935254216,304.022595545709,304.17644251548,,,,,,
0.048532880842686,0.726939805479226,0,12.2247772731155,310.509342737134,304.330496276987,,,,,,
0.763075530529022,0.722104612224716,0,12.0161984500021,305.211440630053,304.376992182494,,,,,,
0.502300262451172,0.71194747472372,0,12.1360237971425,308.25500444742,304.495114055169,,,,,,
0.295161962509155,0.704845440193859,0,12.0457227115452,305.961356873249,304.556568301749,,,,,,
0.429035156965256,0.694817218416351,1,11.9260135231257,302.920743487391,304.549736875916,,,,,,
-0.554656147956848,0.663089541927436,0,12.0284103688568,305.521623368962,304.602195681964,,,,,,
0.914939880371094,0.672183945033775,1,11.9312512254477,303.05378112637,304.541475546047,,,,,,
0.100581526756287,0.673229116129176,0,12.1067212931573,307.510720846196,304.619192138063,,,,,,
0.813936114311218,0.670521717461548,1,11.9300427054226,303.023084717735,304.620615351778,,,,,,
0.950015902519226,0.669927327779635,1,11.9321288691163,303.076073275554,304.624622853987,,,,,,
0.299176335334778,0.657278315924412,0,11.9646192846626,303.90132983043,304.645108008321,,,,,,
0.317618310451508,0.648452118514296,0,12.0343802231163,305.673257667154,304.701587089009,,,,,,
1,0.651854518287796,1,11.9272279097527,302.951588907719,304.697516941067,,,,,,
-0.060417085886002,0.630320783951605,0,12.0677435890496,306.520687161859,304.767450865262,,,,,,
0.307290554046631,0.621332795207142,1,11.9308546431482,303.043707935964,304.771154870188,,,,,,
0.366131961345673,0.608719205540814,0,12.163254217279,308.946657118886,304.88992692041,,,,,,
0.968572020530701,0.609848567588749,1,11.9241186106592,302.872612710745,304.887542733332,,,,,,
0.971015751361847,0.609257052310419,1,11.9328751008987,303.095027562828,304.893087184711,,,,,,
0.560590445995331,0.600930943952075,1,11.9321840151757,303.077473985463,304.892693672201,,,,,,
0.723212361335754,0.605807195075465,1,11.9382559483111,303.231701087102,304.895700059122,,,,,,
0.776210308074951,0.601466001467589,1,11.9227141461253,302.836939311583,304.896456673593,,,,,,
0.721445202827454,0.59585727373024,0,11.9823141298056,304.350778897061,304.922219882893,,,,,,
0.724296629428864,0.598455098381608,0,11.9821017588109,304.345384673796,304.953037325515,,,,,,
-0.074885189533234,0.596883293469342,0,12.2199889525116,310.387719393793,305.050359598774,,,,,,
0.755456566810608,0.597226936142055,0,12.0267864934057,305.480376932505,305.099996305831,,,,,,
1,0.59752696281185,1,11.9277441707343,302.964701936651,305.107356875224,,,,,,
1,0.59752696281185,1,11.9245762056202,302.884235622752,305.102427325155,,,,,,
0.896442234516144,0.599639228564136,1,11.9219550078183,302.817657198586,305.095002893608,,,,,,
0.142678499221802,0.596466069470863,0,12.3219305499226,312.977035968034,305.277242368786,,,,,,
0.39713928103447,0.59830878963884,0,12.0838755714029,306.930439513634,305.297950128342,,,,,,
0.491800576448441,0.593748935175185,0,11.9749843971878,304.164603688571,305.15205673368,,,,,,
0.796697378158569,0.607691600158507,1,11.9327460356534,303.091749305595,304.996537791899,,,,,,
0.446212579604984,0.596389816068812,1,11.9303055291951,303.029760441555,305.021831462316,,,,,,
0.481735318899155,0.596730093511939,0,12.1788758052528,309.343445453421,305.020269576495,,,,,,
0.680777966976166,0.592326367333166,1,11.9293997258365,303.006753036247,305.034340537735,,,,,,
1,0.608070300495077,1,11.9297118290663,303.014680458283,304.939029618218,,,,,,
0.987338423728943,0.612542451589631,1,11.9169543162197,302.69063963198,304.939927337638,,,,,,
0.720404863357544,0.612240422690341,1,11.92474633708,302.888556961832,304.946595154715,,,,,,
1,0.6214074005338,1,11.9216722375989,302.810474835012,304.790902872803,,,,,,
1,0.626068369411632,1,11.9284376030982,302.982315118693,304.792034145243,,,,,,
1,0.63261080634223,1,11.9296590296477,303.013339353052,304.799122236114,,,,,,
-0.102435082197189,0.618714213924688,0,12.2701225871027,311.661113712407,304.927426777173,,,,,,
1,0.620688350170182,1,11.8843500885934,301.862492250271,304.822740285254,,,,,,
1,0.62551246304287,1,11.8893355270267,301.989122386477,304.754003928498,,,,,,
0.920627355575562,0.624796763311783,1,11.9024321294725,302.321776088601,304.749568245752,,,,,,
0.978514492511749,0.629461837611576,1,11.888793452996,301.975353706099,304.726835751812,,,,,,
1,0.638591200058497,1,11.9213953339815,302.80344148313,304.568413210768,,,,,,
0.450035035610199,0.627367425275031,0,11.9408032269269,303.296401963944,304.577573476479,,,,,,
1,0.630747064589177,1,11.894454723987,302.119149989269,304.538727648797,,,,,,
0.352496445178986,0.636950402636857,0,12.1638995435059,308.96304840505,304.507170621612,,,,,,
0.840912699699402,0.638538916293395,1,11.9266236497402,302.936240703402,304.460737970047,,,,,,
-0.153656244277954,0.625152048809127,0,12.2304596638739,310.653675462397,304.509690439741,,,,,,
0.939880847930908,0.63830957708304,1,11.8869384334236,301.92823620896,304.427381854755,,,,,,
0.46946907043457,0.639134758990577,0,12.3086426962495,312.639524484737,304.625724324089,,,,,,
0.025228828191757,0.650969146258916,0,12.1935904165477,309.71719658031,304.711348267178,,,,,,
0.241571828722954,0.63722694112324,0,11.9224642288774,302.830591413487,304.706793375078,,,,,,
0.960447311401367,0.654775222442527,1,11.9093993060827,302.498742374501,304.604508100145,,,,,,
0.989554405212402,0.658359269195613,1,11.8928613548666,302.078678413612,304.585234502102,,,,,,
0.893877387046814,0.65721358520638,1,11.8977282879382,302.202298513631,304.567402364104,,,,,,
0.459569454193115,0.660486914162672,0,12.0309987136871,305.587367327651,304.601811292618,,,,,,
0.734756350517273,0.668999935388504,0,11.9722423473835,304.094955623541,304.56960104683,,,,,,
0.976201415061951,0.668514249981605,1,11.9006369492412,302.276178510725,304.555817161177,,,,,,
0.760265588760376,0.685262875994797,0,12.054414669162,306.182132596716,304.548907884338,,,,,,
0.28083997964859,0.68472306835402,0,12.0285805003166,305.525944708042,304.599565777645,,,,,,
0.478171169757843,0.687009582811412,0,12.186494174692,309.536952037178,304.611612612713,,,,,,
0.112209722399712,0.669532801216902,0,12.2472627855033,311.080474751783,304.779120001305,,,,,,
0.880620419979095,0.667687998535621,1,11.8908033508629,302.026405111917,304.757311379858,,,,,,
1,0.676655540454084,1,11.885173759523,301.883413491885,304.732942798356,,,,,,
-0.238368690013885,0.657031437365315,0,12.252437128523,311.211903064484,304.895804063201,,,,,,
0.795121073722839,0.65741737135813,1,11.8741668407321,301.603837754595,304.870638725303,,,,,,
0.977477610111237,0.662642522527186,1,11.8771717143089,301.680161543445,304.816136330332,,,,,,
0.201410055160522,0.651971367950281,0,12.0704128929883,306.588487481903,304.86191393866,,,,,,
0.934541702270508,0.672571916762603,1,11.8858542853624,301.900698848204,304.68870943773,,,,,,
1,0.67756259907259,1,11.8872869095862,301.937087503489,304.616397408566,,,,,,
0.069046512246132,0.658563548302103,0,12.0619509061724,306.373553016779,304.685965797957,,,,,,
-0.201427102088928,0.634044627851309,0,12.0346618200153,305.680410228389,304.743030585827,,,,,,
0.19971776008606,0.619825761026205,0,12.0284561283529,305.522785660163,304.798237289124,,,,,,
0.156053692102432,0.620098724146218,0,12.3818414635122,314.498773173209,304.829293150454,,,,,,
0.700793147087097,0.626295741820761,0,12.1259226817101,307.998436115437,304.851088999471,,,,,,
0.257460296154022,0.621513287120875,0,12.0757714473128,306.724594761746,304.90333371525,,,,,,
0.776425123214722,0.621099567632225,1,11.9005336970449,302.273555904939,304.886635890747,,,,,,
0.355427145957947,0.619246803680245,0,12.0264544437289,305.471942870715,304.936476348485,,,,,,
1,0.629823633906793,1,11.8992195781827,302.240177285841,304.791511692003,,,,,,
0.465288996696472,0.625425899819452,0,12.1231630320996,307.92834101533,304.891952263005,,,,,,
0.060512334108353,0.606252682148194,0,12.3224163045734,312.989374136165,305.095517440105,,,,,,
0.661893963813782,0.599610958476456,0,11.9345283093601,303.137019057748,305.104627224304,,,,,,
0.642000198364258,0.598010863272511,1,11.9246407382429,302.885874751369,305.104572485315,,,,,,
0.839467465877533,0.594734689106747,0,12.0876595297337,307.026552055235,305.190614877564,,,,,,
0.282256066799164,0.580086853735301,0,12.0555117237479,306.209997783195,305.25648595235,,,,,,
0.754041075706482,0.57506728385176,1,11.9206561421216,302.784666009887,305.251819149428,,,,,,
1,0.597565958998641,1,11.903076282379,302.338137572427,305.061554330245,,,,,,
0.11858919262886,0.579577983338006,0,12.3705412146181,314.211746851299,305.313579934348,,,,,,
-0.107756704092026,0.556970703662658,0,12.2808127093822,311.932642818307,305.516508922752,,,,,,
1,0.558590553548871,1,11.9181663562059,302.721425447631,305.52466503212,,,,,,
0.217356905341148,0.543056725239267,0,12.0225367268711,305.372432862527,305.59399317817,,,,,,
0.263554930686951,0.528027234028797,0,12.0004231570542,304.810748189176,305.63495862115,,,,,,
0.278359025716782,0.524523641990156,0,11.9822824501544,304.349974233922,305.656460096048,,,,,,
0.037626057863236,0.504883357456752,0,12.2676222413033,311.597604929104,305.849897951963,,,,,,
-0.269546747207642,0.492188598428454,1,11.8925339984715,302.070363561176,305.709230914333,,,,,,
0.827552199363709,0.491915935156297,0,12.1769140135229,309.293615943481,305.838973266171,,,,,,
0.874376535415649,0.51289619596637,0,12.0842299141675,306.939439819855,305.763172538772,,,,,,
-0.005260764621198,0.493607591628572,0,12.2373846009493,310.829568864112,305.944832388878,,,,,,
0.683375954627991,0.497973038244764,0,11.9756754829109,304.182157265936,305.772233057882,,,,,,
1,0.517866327465341,1,11.8904091152042,302.016391526187,305.615073771063,,,,,,
0.88331663608551,0.530963160268658,1,11.8942552595168,302.114083591728,305.600451162455,,,,,,
0.170556336641312,0.514842936293963,0,12.3549865059078,313.816657250057,305.831429017059,,,,,,
0.306222796440125,0.500897393257794,0,12.0596488515228,306.315080828679,305.917886209203,,,,,,
0.793919920921326,0.498857444969519,1,11.9225545745492,302.83288619355,305.930755345528,,,,,,
0.739483237266541,0.504569971154691,1,11.9285162155658,302.984311875371,305.877631764869,,,,,,
0.156277179718018,0.492764273791441,0,12.1250731977314,307.976859222377,305.956854287294,,,,,,
0.083780750632286,0.474551607170427,0,12.3280271227866,313.131888918781,306.178399397663,,,,,,
-0.014344393275678,0.4587432401901,0,12.3308888512731,313.204576822336,306.321714585941,,,,,,
-0.174748003482819,0.449445526248642,0,11.986572109583,304.458931583409,306.299938807887,,,,,,
0.380836606025696,0.447459106580639,0,12.2663339354903,311.564881961452,306.341325132872,,,,,,
0.500257790088654,0.455378454900822,0,12.0092113269448,305.033967704399,306.217927029864,,,,,,
-0.083701491355896,0.435698415893985,0,12.2699712287694,311.657269210743,306.414475276779,,,,,,
0.696657299995422,0.429507748546953,1,11.9046461850911,302.378013101315,306.424569146359,,,,,,
0.524196267127991,0.445070298692706,1,11.9097430889636,302.507474459676,306.246927746261,,,,,,
0.936489343643188,0.447955365425774,1,11.8941132877469,302.110477508771,306.257267333081,,,,,,
0.962569832801819,0.447651125072521,0,12.0116870330155,305.096850638593,306.326995681962,,,,,,
0.764797210693359,0.459148822124211,1,11.9118409858614,302.56076104088,306.244797183165,,,,,,
0.146968364715576,0.443075896867988,0,12.0536613974571,306.162999495411,306.331782910659,,,,,,
0.157704874873161,0.425886200436828,0,12.0373487237602,305.74865758351,306.40957005515,,,,,,
0.302895128726959,0.430658621181335,0,11.9837150743783,304.386362889208,306.369015154587,,,,,,
0.35955947637558,0.442107326864284,0,11.9860652351648,304.446056973185,306.343824271828,,,,,,
0.991102993488312,0.458258045913309,1,11.8961501719832,302.162214368374,306.27524118424,,,,,,
1,0.475481439952035,1,11.9144774368286,302.627726895447,306.032974933674,,,,,,
0.983769655227661,0.481256470730414,1,11.9143823978752,302.62531290603,305.923319357971,,,,,,
0.622706532478333,0.488710475553359,1,11.9054663360596,302.398844935913,305.835038749281,,,,,,
0.850465893745422,0.490221511686639,1,11.8859751373649,301.903768489068,305.827492067324,,,,,,
0.289980411529541,0.488885864045243,0,12.2419746304035,310.946155612249,305.939210694703,,,,,,
1,0.488885864045243,1,11.9240916242898,302.87192725696,305.952103551256,,,,,,
0.981785416603088,0.499426607308643,1,11.9148024465829,302.635982143206,305.844096227335,,,,,,
0.449649235093594,0.507368176716505,1,11.9267421551019,302.939250739588,305.638991668221,,,,,,
0.380527019500732,0.501625994179504,0,12.034820218271,305.684433544084,305.690979718963,,,,,,
0.91528731584549,0.507203282291366,1,11.912451112476,302.57625825689,305.684661014994,,,,,,
0.896893620491028,0.508375244630417,1,11.9300638251901,303.023621159828,305.602968547741,,,,,,
0.902540922164917,0.521034119229718,0,12.0278659481853,305.507795083907,305.588637880408,,,,,,
0.435731768608093,0.514538010921588,0,12.144780287382,308.477419299503,305.704816518972,,,,,,
-0.124886319041252,0.491581147267685,0,12.2746938434303,311.777223623129,305.89745092817,,,,,,
0.565127909183502,0.500694182299412,0,12.1252843954057,307.982223643303,305.770317801476,,,,,,
0.177686169743538,0.506519547071567,0,12.3756521983355,314.341565837722,305.81947949575,,,,,,
0.454512566328049,0.495387150466016,1,11.9261296818465,302.923693918901,305.823607423735,,,,,,
