Episode,Timestep,ButtonData,GRUOutput,TruePositiveCount,TrueNegativeCount,FalsePositiveCount,FalseNegativeCount
340,18,1,0.22,62,3780,120,167
342,29,1,0.39,62,3820,120,168
343,10,0,0.88,62,3820,121,168
344,14,1,0.37,63,3828,121,169
345,30,1,0.64,63,3848,121,170
346,20,1,0.25,63,3858,121,171
347,11,0,0.87,63,3859,122,171
347,12,0,0.78,63,3859,123,171
347,15,0,0.78,63,3861,124,171
348,12,1,0.55,63,3878,124,172
350,22,1,0.44,63,3911,124,173
351,12,1,0.22,63,3913,124,174
352,14,0,0.77,63,3917,125,174
356,13,0,0.97,63,3999,126,174
356,20,0,0.73,63,4005,127,174
357,20,1,0.38,63,4025,127,175
358,12,1,0.03,63,4027,127,176
359,10,0,0.73,63,4027,128,176
359,25,0,0.77,63,4041,129,176
359,26,0,0.88,63,4041,130,176
359,27,0,0.79,63,4041,131,176
360,14,1,0.29,63,4048,131,177
362,10,0,0.93,63,4069,132,177
362,19,1,0.58,63,4077,132,178
363,12,0,0.77,63,4079,133,178
366,21,1,0.35,63,4150,133,179
367,30,1,0.67,63,4170,133,180
368,20,1,0.69,63,4180,133,181
369,22,1,0.37,63,4192,133,182
371,10,0,0.82,63,4213,134,182
371,12,1,0.44,63,4214,134,183
372,22,1,0.36,63,4226,134,184
373,25,1,0.01,63,4241,134,185
374,12,1,0.63,63,4243,134,186
377,11,0,0.98,63,4286,135,186
377,13,0,0.97,63,4287,136,186
377,16,0,1.25,63,4289,137,186
377,18,0,1.09,63,4290,138,186
378,18,1,0.1,63,4310,138,187
379,13,1,0.5,63,4313,138,188
380,17,0,0.9,63,4320,139,188
380,18,0,0.81,63,4320,140,188
381,12,0,0.71,63,4334,141,188
383,12,1,0.38,63,4375,141,189
384,14,0,0.71,63,4379,142,189
384,25,1,0.57,63,4389,142,190
385,15,1,0.42,63,4394,142,191
388,14,1,0.36,64,4426,142,192
390,12,1,0.56,65,4431,142,193
391,12,1,0.12,65,4433,142,194
393,12,1,0.04,65,4456,142,195
394,11,0,0.73,65,4457,143,195
394,20,0,0.84,65,4465,144,195
394,21,0,0.83,65,4465,145,195
397,10,0,0.83,66,4513,146,195
398,13,1,0.2,66,4536,146,196
400,11,0,0.8,66,4558,147,196
400,12,1,0.2,66,4558,147,197
401,12,0,0.72,66,4560,148,197
401,15,0,0.86,66,4562,149,197
402,28,1,0.58,66,4595,149,198
403,12,0,0.78,66,4597,150,198
403,13,0,0.87,66,4597,151,198
403,22,1,0.65,66,4605,151,199
405,13,1,0.29,67,4611,151,200
406,12,1,0.11,67,4613,151,201
408,17,1,0.69,67,4641,151,202
410,12,1,0.52,67,4664,151,203
411,26,1,0.56,67,4680,151,204
412,16,0,0.77,67,4686,152,204
412,19,1,0.39,67,4688,152,205
414,27,1,-0.04,67,4726,152,206
415,16,0,0.8,67,4732,153,206
415,25,0,0.83,67,4740,154,206
416,25,1,0.28,67,4760,154,207
417,10,0,0.79,67,4760,155,207
417,12,1,0.49,67,4761,155,208
420,24,0,0.76,67,4817,156,208
421,20,0,1.07,67,4833,157,208
423,23,1,0.55,67,4877,157,209
425,21,0,0.71,67,4909,158,209
427,20,1,0.61,67,4949,158,210
428,12,1,0.33,67,4951,158,211
431,29,1,0.35,68,4995,158,212
432,25,1,0.63,68,5010,158,213
436,16,1,0.49,69,5060,158,214
440,19,0,0.95,70,5113,159,214
440,20,0,0.93,70,5113,160,214
442,29,1,0.29,71,5151,160,215
443,18,1,0.5,71,5159,160,216
444,22,1,0.37,71,5171,160,217
445,10,0,0.77,71,5171,161,217
445,11,0,0.72,71,5171,162,217
445,16,1,0.36,71,5175,162,218
446,12,1,0.09,71,5177,162,219
448,22,0,0.76,72,5199,163,219
450,23,1,0.21,72,5241,163,220
451,11,0,0.72,72,5242,164,220
451,13,0,0.74,72,5243,165,220
451,16,0,0.73,72,5245,166,220
451,19,1,0.52,72,5247,166,221
452,24,1,0.62,72,5261,166,222
453,21,1,0.28,72,5272,166,223
454,13,0,0.73,72,5275,167,223
454,17,1,0.17,72,5278,167,224
455,20,0,0.72,72,5288,168,224
455,21,0,0.71,72,5288,169,224
456,10,0,0.76,72,5297,170,224
456,11,0,0.81,72,5297,171,224
456,12,1,0.27,72,5297,171,225
457,18,1,0.63,72,5305,171,226
458,12,1,0.31,72,5307,171,227
459,12,1,0.53,72,5309,171,228
460,30,1,0.52,72,5329,171,229
461,12,1,0.47,72,5331,171,230
463,15,1,0.54,72,5357,171,231
466,23,1,0.47,72,5412,171,232
467,13,1,0.67,72,5415,171,233
468,13,1,0.22,72,5418,171,234
469,17,0,0.7,72,5425,172,234
470,20,1,0.4,72,5448,172,235
472,15,1,0.27,72,5474,172,236
474,12,1,0.38,72,5497,172,237
475,13,1,0.53,72,5500,172,238
476,10,0,0.74,72,5500,173,238
476,11,0,0.79,72,5500,174,238
476,17,1,0.66,72,5505,174,239
477,19,1,0.61,72,5514,174,240
478,15,1,0.27,72,5519,174,241
480,13,1,0.34,73,5524,174,242
481,16,1,0.59,73,5530,174,243
482,13,1,0.36,73,5533,174,244
483,11,0,0.76,73,5534,175,244
483,26,1,0.3,73,5548,175,245
484,18,1,0.56,73,5556,175,246
485,15,1,0.44,73,5561,175,247
486,12,0,0.73,73,5563,176,247
486,13,0,0.75,73,5563,177,247
486,16,1,0.42,73,5565,177,248
488,13,1,0.11,74,5570,177,249
490,29,1,0.58,74,5610,177,250
491,21,1,-0.23,74,5621,177,251
494,15,1,0.48,74,5668,177,252
496,13,1,0.4,74,5692,177,253
497,12,1,0.21,74,5694,177,254
501,20,0,1.0,75,5761,178,254
501,21,0,0.74,75,5761,179,254
507,13,1,0.58,77,5841,179,255
508,18,0,0.99,77,5849,180,255
511,20,0,0.72,77,5913,181,255
511,21,0,0.74,77,5913,182,255
511,25,0,0.82,77,5916,183,255
512,16,0,0.78,77,5927,184,255
515,14,1,0.37,78,5979,184,256
517,12,1,0.1,78,6002,184,257
518,11,0,0.88,78,6003,185,257
518,15,1,0.09,78,6006,185,258
519,20,1,0.34,78,6016,185,259
522,29,1,0.62,78,6077,185,260
523,11,1,0.21,78,6078,185,261
525,12,1,0.23,79,6082,185,262
527,12,1,0.38,80,6104,185,263
