header0,header1,header2,header3,header4,header5,header6,header7,header8,header9,header10
0.2773537819035069,0.26661055458645705,0.40000611248609697,0.25023186125795105,0.2767753266388606,0.4142421937112563,0.37389516978644505,0.2758172422484841,0.31102819533122994,0.3171091189324949,0.4640054271887074
0.5631505160114819,0.579549609417691,0.5818278049406511,0.5809096793084148,0.5316229051447813,0.5480254895723518,0.5505924183171126,0.5476216565321863,0.5266845621659269,0.5182540117873851,0.5397603136155253
0.8598637780320567,0.7803735614764361,0.7733478197068583,0.7789089817550457,0.7846319800296745,0.7797928266865222,0.9312761099839504,0.9392649634252236,0.935332668046016,0.943449129350166,0.9312884530564824
0.4624713436141902,0.44671462671222895,0.4521343298984885,0.4493249660211112,0.4808794323643027,0.4842463715520568,0.480253414679148,0.4756682502385012,0.4944160441112765,0.4976011631722802,0.4916391780298196
0.2944292460746796,0.28496873196517336,0.37848349045131935,0.28663436666180264,0.2931113480333193,0.39597582078865295,0.3694306483269597,0.2951941527832737,0.3146904769103825,0.32070427682563385,0.4205812291880565
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7315510179608185,0.6960412102449927,0.6676273263163781,0.6493950397120376,0.6474612653888048,0.5542436654554815,0.588522145706371,0.6826674599198067,0.7199445256170095,0.7083178781140821,0.7011417183308382
0.5741780399943874,0.5613154810855122,0.5733212961704782,0.610411972975731,0.5445980078297226,0.541562217385264,0.6014761215697177,0.5821306883779888,0.5879538029095995,0.5710444663229546,0.6308879354180181
0.8186874619818398,0.8266378923630897,0.7797622307164576,0.9376527400876858,0.9337308755328814,0.9490221235904276,0.9413929849674888,0.935367634510602,0.9320089600572588,0.9391360509776756,0.9453351619328004
0.4547901335463029,0.46318072008489,0.4531761580458499,0.4385823782611158,0.4780154194487262,0.4805516374123834,0.43907345641084733,0.4473615546737086,0.4453743524577604,0.4577513699395456,0.4178855581631559
0.7300004864062597,0.7121870622069786,0.7005190743557418,0.6995383084367823,0.6961495576551362,0.6384331167291765,0.6504417423335144,0.7082076674278268,0.7477802127304349,0.7452132365603978,0.7464111105706597
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33047789091139923,0.3518524371565656,0.3261956888796009,0.3141778950171611,0.3183597718321696,0.3136888301910481,0.3247902456766635,0.3225309886120934,0.33836639380200506,0.34289508441824657,0.3523734381290245
0.4931510532781545,0.5274716067635971,0.4696856326823248,0.4093693974842555,0.41771211177418455,0.4103307983626925,0.3986582080842308,0.407568627809491,0.3890354208853269,0.4104658162651175,0.4156106597586259
0.9425914152015784,0.9452250597734316,0.9361028082120479,0.9415448845272204,0.9423088113500748,0.9395127680397868,0.9338948715043672,0.929284283235136,0.9483811118046414,0.9306028715495188,0.8890356107090912
0.5248984368643927,0.49641929201701,0.5299444091927382,0.5802970743433415,0.5833760101524914,0.5847962460482059,0.5986665969740187,0.5965428450693221,0.6083835589483895,0.5944467791150592,0.5903617673876828
0.36692894261852216,0.3846092624021546,0.37200934644965067,0.3595120140155116,0.35703087102215,0.3544696681876722,0.3604158313406014,0.3629159266499361,0.3692614359150989,0.3747930253724404,0.38015386870448986
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4831501248784647,0.4705847403993527,0.3982993089923485,0.4180203738986426,0.4864893575155094,0.3576075483246865,0.3891302171860163,0.3240184041879124,0.32780148579349216,0.3299565492574066,0.3263440611823593
0.6164821059118658,0.6049828720060066,0.5905369855727883,0.5846008316396362,0.6200399025256625,0.6037920657901827,0.6114804020045069,0.6028546410646545,0.6085396539673223,0.5565264533972499,0.555822911952814
0.9448878493019708,0.9425846274314376,0.9489436902709882,0.944986612486303,0.9426372999591548,0.9493394309410444,0.9452263296583664,0.9526520222630164,0.949794167434172,0.9453553675266488,0.9486992807957026
0.4227993620912239,0.4279471402609712,0.4356637791312414,0.4418011026801539,0.4217668125881303,0.4232181671109232,0.4145175222717401,0.4150858047914887,0.4152613378744745,0.44630098018440456,0.4516448339803481
